ID,modes,localidad,Sexo,T2_Q13
ID15150310872116,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15150320091131,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID15150440272126,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15150440452121,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID15150440512188,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15150440662122,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID15150540092132,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID15150540182129,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID15150540212131,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15150540872130,Active Transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15170190062137,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15170190362146,Public transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15170190902139,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID15170460060229,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15170460090230,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID15170460210231,Public-Informal,Ciudad Bolivar,Mujeres,Trabajando
ID15170631142183,Public-Informal,Ciudad Bolivar,Mujeres,Trabajando
ID15170720120227,Private Transport,Ciudad Bolivar,Hombres,Descansando
ID15170720210228,Public transport,Ciudad Bolivar,Hombres,Buscando trabajo
ID15170730092456,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID15170730182455,Active Transport,Ciudad Bolivar,Mujeres,Trabajo de cuidado
ID15170730482457,TransMicable,Ciudad Bolivar,Mujeres,Trabajando
ID15170740121469,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15170740181476,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15170740481471,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID15170740691475,Private Transport,Ciudad Bolivar,Mujeres,Descansando
ID15170810092451,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15170810272452,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID15170810542453,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15170920062172,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID15170920272143,Public transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15170920572144,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID15170920632141,888,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15210380031112,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15210380270201,Public transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15210400061111,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15210400150200,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID15210560122154,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID15210560662158,Active Transport,Ciudad Bolivar,Mujeres,Buscando trabajo
ID15210730030214,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15210730062147,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15210731142191,Public-Informal,Ciudad Bolivar,Hombres,Trabajando
ID15210770030215,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID15210770090216,Public transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15210770122149,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15240070151120,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID15240070180207,Private Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15240080182484,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15240080211497,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15240080332480,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15240080362481,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15240080482482,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15240130362465,Public-Informal,Ciudad Bolivar,Mujeres,Trabajando
ID15240131022464,Active Transport,Ciudad Bolivar,Hombres,Descansando
ID15240160031478,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15240160151493,888,Ciudad Bolivar,Mujeres,Trabajando
ID15240160241494,Public transport,Ciudad Bolivar,Hombres,Pensionado
ID15240160331495,Active Transport,Ciudad Bolivar,Hombres,Estudiando
ID15240220031097,Private Transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15240220151109,Active Transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15240220181102,Active Transport,Ciudad Bolivar,Hombres,Pensionado
ID15240220271110,TransMicable,Ciudad Bolivar,Mujeres,Estudiando
ID15240220451107,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID15240230121103,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15240230241104,Active Transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15240230271105,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15240230391108,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15240260090248,Public transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15240260150249,Active Transport,Ciudad Bolivar,Mujeres,Pensionado
ID15240260212150,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15240300060198,Active Transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15240300090194,Active Transport,Ciudad Bolivar,Hombres,Pensionado
ID15240300420199,TransMicable,Ciudad Bolivar,Mujeres,Trabajando
ID15240450210185,Private Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15240450420196,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15240450600191,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15240460061499,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15240460481096,Active Transport,Ciudad Bolivar,Mujeres,Pensionado
ID15240470301496,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID15240490091123,Active Transport,Ciudad Bolivar,Hombres,Pensionado
ID15240490421125,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15240490481122,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15240510061127,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15240510151126,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15240740031121,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15240740181124,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15240740210213,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15390050060114,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID15390050150118,Active Transport,Ciudad Bolivar,Hombres,Pensionado
ID15390050210115,Private Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15390050420116,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15390080032065,Public transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15390080242063,888,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15390080272066,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID15390080572078,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15390100062336,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15390100422340,Public transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15390100542341,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15390110090119,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15390110210120,Active Transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15390110270121,TransMicable,Ciudad Bolivar,Mujeres,Trabajando
ID15390230122324,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID15390230152331,Public transport,Ciudad Bolivar,Mujeres,Pensionado
ID15390230272332,Active Transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15390230362333,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID15390240120108,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15390240180109,Active Transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15390240270111,Active Transport,Ciudad Bolivar,Mujeres,Buscando trabajo
ID15390240360112,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15390250061338,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15390250151339,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15390250181337,Active Transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15390250211336,Active Transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15390250631344,TransMicable,Ciudad Bolivar,Hombres,Trabajando
ID15390260031334,Private Transport,Ciudad Bolivar,Hombres,Buscando trabajo
ID15390260211332,Active Transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15390260331333,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15390260451335,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15390360151326,Private Transport,Ciudad Bolivar,Hombres,Trabajando
ID15390360181323,TransMicable,Ciudad Bolivar,Mujeres,Trabajando
ID15390360361327,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID15390500031353,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15390500211347,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15390500361346,Public transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15390500541348,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15390510060128,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15390510120129,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15390510270130,Informal transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15390600060151,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15390600090153,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15390600210155,Active Transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15390600510156,Informal transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15390650121385,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15390650241382,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID15390650271383,Private Transport,Ciudad Bolivar,Hombres,Buscando trabajo
ID15390730121342,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15390730181340,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID15390730421341,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15390730691343,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15390740091360,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15390740151358,Public-Private,Ciudad Bolivar,Mujeres,Diligencias y tramites
ID15390740331357,Active Transport,Ciudad Bolivar,Hombres,Estudiando
ID15390780452079,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15390780662068,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15390780752076,Public transport,Ciudad Bolivar,Mujeres,No trabajó pero tenía trabajo
ID15390800182088,Active Transport,Ciudad Bolivar,Hombres,Buscando trabajo
ID15390800542087,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15400110030157,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15400110360159,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID15400130122365,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15400130152366,Private Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15400130452369,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15400160122357,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID15400160332355,Public transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15400160422359,Public transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15400160452363,Public transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15400160482364,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID15400250092352,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15400670032375,Public transport,Ciudad Bolivar,Mujeres,Diligencias y tramites
ID15400670242362,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15400670392376,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID15400670422377,Public transport,Ciudad Bolivar,Mujeres,No trabajó pero tenía trabajo
ID15400670542378,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15400710420164,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15400710480170,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15460210210125,Private Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15460210270126,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15460210360127,Public transport,Ciudad Bolivar,Mujeres,No trabajó pero tenía trabajo
ID15460350031354,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15460360271352,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID15460730092346,TransMicable,Ciudad Bolivar,Mujeres,Trabajando
ID15460980182338,Active Transport,Ciudad Bolivar,Hombres,Incapacitado
ID15460980272342,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15490030122305,Active Transport,Ciudad Bolivar,Hombres,Pensionado
ID15490070031056,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15490070241062,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15490080031313,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15490080061316,TransMicable,Ciudad Bolivar,Mujeres,Trabajando
ID15490080091310,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID15490110181314,Public transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15490190152050,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15490190212051,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15490190242053,Active Transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15490240090079,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15490250091142,Informal transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15490250151143,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15490270060084,Active Transport,Ciudad Bolivar,Hombres,Pensionado
ID15490310031140,Active Transport,Ciudad Bolivar,Mujeres,Buscando trabajo
ID15490310090223,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID15490330150087,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15490330180088,Active Transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15490330210089,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15490360150091,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15490360210092,888,Ciudad Bolivar,Mujeres,Trabajando
ID15490360450095,Active Transport,Ciudad Bolivar,Hombres,Buscando trabajo
ID15490360510094,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15490370332335,Public transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15490370482330,TransMicable,Ciudad Bolivar,Mujeres,Trabajando
ID15490370572326,Informal transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15490410030220,Private Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15490410060221,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15490410150222,Active Transport,Ciudad Bolivar,Mujeres,Pensionado
ID15490420062313,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID15490420092312,TransMicable,Ciudad Bolivar,Mujeres,Trabajando
ID15490420482328,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15490420512329,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15490430061320,TransMicable,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15490430241321,Active Transport,Ciudad Bolivar,Hombres,Pensionado
ID15490430361322,TransMicable,Ciudad Bolivar,Mujeres,Trabajando
ID15490430451324,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID15490430481328,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15490650092062,Active Transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15490650122057,Private Transport,Ciudad Bolivar,Hombres,Trabajando
ID15490650182058,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15490650722061,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15490650902089,TransMicable,Ciudad Bolivar,Mujeres,Trabajando
ID15490660120097,Public transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15490660180098,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID15490660240099,Private Transport,Ciudad Bolivar,Hombres,Trabajando
ID15490660300103,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15490850211060,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15490860150224,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15490870092302,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15490870122306,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15490870272309,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15490870302310,TransMicable,Ciudad Bolivar,Mujeres,Estudiando
ID15520030032175,Public transport,Ciudad Bolivar,Mujeres,Incapacitado permanente
ID15520030092174,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15520030442177,Active Transport,Ciudad Bolivar,Hombres,Pensionado
ID15520040032486,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15520040062492,Public-Private,Ciudad Bolivar,Hombres,Trabajando
ID15520040092487,Public transport,Ciudad Bolivar,Hombres,No trabajó pero tenía trabajo
ID15520040242488,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15520040302493,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15520050121081,Informal transport,Ciudad Bolivar,Hombres,Trabajando
ID15520050181084,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15520050241083,Public transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15520050271085,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15520060031086,Active Transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15520060151089,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15520060211090,Active Transport,Ciudad Bolivar,Hombres,Diligencias y tramites
ID15520060331088,Private Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15520220032496,Active Transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15520220061092,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15520450092469,Active Transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15520450151481,Informal transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15520450391482,Active Transport,Ciudad Bolivar,Mujeres,Trabajo de cuidado
ID15520530060189,Private Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15520530121098,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15520530150187,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID15520530240188,Public transport,Ciudad Bolivar,Mujeres,No trabajó pero tenía trabajo
ID15520550241061,Private Transport,Ciudad Bolivar,Hombres,Trabajando
ID15520590090186,Public-Private,Ciudad Bolivar,Mujeres,Trabajando
ID15520590242048,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15520590392056,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID15520590602049,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15520610272321,Public transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15520610302317,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15520610332318,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15520620032314,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15520620062319,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15520620182315,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15520620512322,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15520680022163,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15520680032156,Active Transport,Ciudad Bolivar,Hombres,Pensionado
ID15520680332152,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15520720512155,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15520720812184,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15520720872171,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15520721082164,Active Transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15520721412170,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15520730092161,TransMicable,Ciudad Bolivar,Hombres,Trabajando
ID15520730272169,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15520730362162,TransMicable,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15520730422168,Public transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15520730752165,Private Transport,Ciudad Bolivar,Hombres,Trabajando
ID15520810032495,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15520810181091,Public-Informal,Ciudad Bolivar,Hombres,Trabajando
ID15520810331093,Active Transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15520810392497,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15520810572498,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15520840122181,Informal transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15520840212167,Public transport,Ciudad Bolivar,Mujeres,Diligencias y tramites
ID15520840422185,Active Transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15520850062178,Active Transport,Ciudad Bolivar,Hombres,Diligencias y tramites
ID15520850362179,Private Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15520850452176,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15520850932180,Private Transport,Ciudad Bolivar,Hombres,Trabajando
ID15520860032491,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15520860062485,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15520860122489,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15520860152490,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15520860422494,Public transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15520930182468,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15520930212477,Informal transport,Ciudad Bolivar,Hombres,Trabajando
ID15520930632478,Private Transport,Ciudad Bolivar,Hombres,Trabajando
ID15520940032476,Active Transport,Ciudad Bolivar,Hombres,Incapacitado
ID15520940092471,TransMicable,Ciudad Bolivar,Hombres,Trabajando
ID15520940122467,TransMicable,Ciudad Bolivar,Hombres,Trabajando
ID15520940752473,Public transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15520950061483,Public transport,Ciudad Bolivar,Mujeres,Estudiando
ID15520950182470,Informal transport,Ciudad Bolivar,Mujeres,Trabajando
ID15520950451490,888,Ciudad Bolivar,Mujeres,Incapacitado permanente
ID15520950511491,Active Transport,Ciudad Bolivar,Hombres,Buscando trabajo
ID15520960151484,TransMicable,Ciudad Bolivar,Mujeres,Trabajando
ID15520960181486,Private Transport,Ciudad Bolivar,Hombres,Trabajando
ID15520960331487,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID15520960481489,Active Transport,Ciudad Bolivar,Hombres,Incapacitado permanente
ID15530020091410,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15530020121413,TransMicable,Ciudad Bolivar,Hombres,Trabajando
ID15530020181412,TransMicable,Ciudad Bolivar,Mujeres,Trabajando
ID15530020211411,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15530030092394,TransMicable,Ciudad Bolivar,Mujeres,Diligencias y tramites
ID15530030362396,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15530030452397,Public transport,Ciudad Bolivar,Mujeres,Buscando trabajo
ID15530030692395,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID15530030782398,Public transport,Ciudad Bolivar,Mujeres,Diligencias y tramites
ID15530050060173,TransMicable,Ciudad Bolivar,Mujeres,Trabajando
ID15530050150175,TransMicable,Ciudad Bolivar,Hombres,Trabajando
ID15530060302393,Active Transport,Ciudad Bolivar,Hombres,Pensionado
ID15530060362390,Active Transport,Ciudad Bolivar,Mujeres,Trabajo de cuidado
ID15530060392389,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15530060422391,TransMicable,Ciudad Bolivar,Mujeres,Trabajando
ID15530080061406,Private Transport,Ciudad Bolivar,Hombres,Trabajando
ID15530080181407,Public transport,Ciudad Bolivar,Hombres,Diligencias y tramites
ID15530080211409,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15530080271408,Active Transport,Ciudad Bolivar,Mujeres,Estudiando
ID15530080361414,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15530130091396,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15530130121397,Informal transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15530130151398,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15530140362102,TransMicable,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15530140482092,TransMicable,Ciudad Bolivar,Mujeres,Trabajando
ID15530140812091,Public transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15530140932106,Private Transport,Ciudad Bolivar,Hombres,Trabajando
ID15530150272386,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15530150482388,Active Transport,Ciudad Bolivar,Mujeres,Pensionado
ID15530150722387,Public transport,Ciudad Bolivar,Mujeres,Diligencias y tramites
ID15530160060168,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15530160090172,Active Transport,Ciudad Bolivar,Hombres,Oficios del hogar
ID15530170031401,Private Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15530170301405,Private Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15530170451403,TransMicable,Ciudad Bolivar,Mujeres,Trabajando
ID15530200300166,TransMicable,Ciudad Bolivar,Hombres,Trabajando
ID15530250032400,Private Transport,Ciudad Bolivar,Hombres,No trabajó pero tenía trabajo
ID15530250061418,TransMicable,Ciudad Bolivar,Mujeres,Trabajando
ID15530250121416,TransMicable,Ciudad Bolivar,Mujeres,Trabajando
ID15530250301417,Active Transport,Ciudad Bolivar,Mujeres,Trabajo de cuidado
ID15530270302379,TransMicable,Ciudad Bolivar,Hombres,Trabajando
ID15530270392382,TransMicable,Ciudad Bolivar,Hombres,Trabajando
ID15530270422384,Private Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15530390151420,Public transport,Ciudad Bolivar,Mujeres,Trabajando
ID15530390181421,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID15530550151392,Public-Informal,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15530550181393,Private Transport,Ciudad Bolivar,Hombres,Trabajando
ID15530550211394,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15530600120190,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15530660062093,Public transport,Ciudad Bolivar,Hombres,Trabajando
ID15530660242097,Public transport,Ciudad Bolivar,Hombres,Incapacitado
ID15530660482104,Active Transport,Ciudad Bolivar,Hombres,Trabajando
ID15530660752105,Active Transport,Ciudad Bolivar,Hombres,Incapacitado permanente
ID15530670242100,Public transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15530670362103,Active Transport,Ciudad Bolivar,Hombres,Pensionado
ID15530670392098,Private Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15530670482096,888,Ciudad Bolivar,Mujeres,Pensionado
ID15530780061386,Active Transport,Ciudad Bolivar,Mujeres,Trabajando
ID15530780181388,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15530780241389,Public transport,Ciudad Bolivar,Mujeres,Oficios del hogar
ID15530780361390,Active Transport,Ciudad Bolivar,Mujeres,Oficios del hogar
