ID,localidad,TPC,Tpriv,Tinf,Bic,Cami,Trans,cocat,modes
ID03190580271849,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03190610060814,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03190610090817,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03190610120816,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03190610480818,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03190780090340,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03190780120341,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03190780180338,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03190780270337,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03190780360349,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03190780360381,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03190800010560,San Cristóbal,,Private transport,,,Walk,,Private transport-Walk,Private Transport
ID03190800110819,San Cristóbal,,Private transport,,,Walk,,Private transport-Walk,Private Transport
ID03190800210810,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03190800270561,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03190840150343,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03190840210345,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03190840240346,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03190840420356,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03190930060379,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03190930150385,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03190930180376,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03190930210377,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03200020061876,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03200020131877,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03200020181878,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03200090210572,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03200090570574,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03200090670575,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03200100251561,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03200100691562,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03200100841564,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03200150091871,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03200150161872,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03200150221873,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03200150311874,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03200150511875,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03200160030571,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03200160060576,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03200160120577,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03200160150578,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03200160220579,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03200190041879,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03200190131881,San Cristóbal,,Private transport,,,Walk,,Private transport-Walk,Private Transport
ID03200190241883,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03200200130580,San Cristóbal,Public transport,,Informal transport,,,,Public transport-Informal transport,Public-Informal
ID03200200241570,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03200200420581,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03200200481571,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03200200600582,San Cristóbal,Public transport,,Informal transport,,Walk,,Public transport-Informal transport-Walk,Public-Informal
ID03200220031565,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03200220181566,San Cristóbal,,Private transport,,,Walk,,Private transport-Walk,Private Transport
ID03200220421569,San Cristóbal,Public transport,,Informal transport,,Walk,,Public transport-Informal transport-Walk,Public-Informal
ID03200220481568,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03200290020829,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03200290050830,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03200290120827,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03200290360831,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03200320220833,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03200320300834,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03200320450842,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03200320630843,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210030070664,San Cristóbal,,,,Bycicle,,,Bycicle,Active Transport
ID03210030250665,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210030680677,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03210030730678,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210050031696,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210050061697,San Cristóbal,,Private transport,,Bycicle,,,Private transport-Bycicle,888
ID03210050181698,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03210050271705,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210050301701,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03210110040666,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210110210667,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210110330668,San Cristóbal,Public transport,Private transport,,,,,Public transport-Private transport,Public-Private
ID03210110560670,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210110700671,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210120101702,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03210120241704,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03210130150669,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210130540673,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03210130590674,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03210130680675,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210130840676,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210250061685,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210250181686,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210250211687,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210250241688,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03210250311690,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210260061691,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03210260101692,San Cristóbal,,,Informal transport,,Walk,,Informal transport-Walk,Informal transport
ID03210260181693,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210260211694,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210260271695,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03210330060657,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03210330090658,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03210330220659,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03210330241665,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03210330270660,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210330301666,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03210330310661,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210330381667,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210330411668,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210330471669,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210380120655,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210380390656,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210380570672,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210390091671,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03210390211673,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03210390251674,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03210400061681,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03210400181682,San Cristóbal,,,,,,,,888
ID03210400211683,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03210400271684,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03210410041675,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03210410071676,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03210410151677,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03210410211678,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03210410361679,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03210450121000,San Cristóbal,Public transport,,Informal transport,,,,Public transport-Informal transport,Public-Informal
ID03210450240641,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03210450390642,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03210450420643,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210450450644,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03210470270652,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03210470570654,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03210470680663,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03210580150999,San Cristóbal,,,,,,,,888
ID03210580400645,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03210580440646,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03210580550647,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03210580580648,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03240470270848,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03240470300849,San Cristóbal,,Private transport,,,Walk,,Private transport-Walk,Private Transport
ID03240470600856,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03240810030583,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03240820201574,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03240820361572,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03240830120597,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03240830210603,San Cristóbal,Public transport,Private transport,,,,,Public transport-Private transport,Public-Private
ID03240830361590,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03240830401591,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03240830550604,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03240870030835,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03240870260836,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03240870800837,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03240870900838,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03240871020839,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03240871190841,San Cristóbal,Public transport,Private transport,,,,,Public transport-Private transport,Public-Private
ID03240871410845,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03240890091884,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03240890211885,San Cristóbal,,,,Bycicle,Walk,,Bycicle-Walk,Active Transport
ID03240890631897,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03240890661899,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03240890681898,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03240920071573,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03240920130585,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03240920250584,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03240920271575,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03240920720630,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03300010120945,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03300010150952,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03300020110946,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03300020190949,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03300020370948,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03300050270950,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03300050320951,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03300060121997,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03300060161998,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03300280240944,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03300280310947,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03300300030939,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03300300110940,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03300300600942,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03310230030506,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03310230070252,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03310230261769,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03310240020524,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03310240021506,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03310240050775,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03310240051526,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03310240060756,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03310610071835,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03310610091836,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03310620101837,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03310620101838,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03310620181839,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03310640011842,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03310640091840,San Cristóbal,Public transport,Private transport,,,Walk,,Public transport-Private transport-Walk,Public-Private
ID03310640181841,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03310700020751,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03310700080752,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03310710010254,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03310710020502,San Cristóbal,Public transport,Private transport,,,,,Public transport-Private transport,Public-Private
ID03310710150276,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03310740020503,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03310740021753,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03310740031768,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03310740051502,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03310740060274,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03330060131707,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03330060211709,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03330060261710,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03330070420689,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03330070480690,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03330070520691,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03330070550692,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03330070580693,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03330140430687,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03330140550688,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03330140660694,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03330140750696,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03330160210681,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03330160240684,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03330160280685,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03330160310686,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03330170010679,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03330170180680,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03330170240682,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03330170250683,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03420630030267,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03420630060767,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03420630070265,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03420630090518,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03420630091519,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03420640010764,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03420640020263,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03420640020765,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03420640030264,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03420640090261,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03420650030266,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03420650030774,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03420650060762,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03420650061760,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03420710061517,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03420710070268,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03420710180697,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03420710270331,San Cristóbal,,,,,,,,888
ID03420710300361,San Cristóbal,,,,,,,,888
ID03420710360362,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03420720071516,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03420720080516,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03420720081514,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03420730051513,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03420730060511,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03420730080513,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03420730080515,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03420730090514,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03420780030273,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03420780041766,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03420780060517,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03420780061518,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03420780090768,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03420810031830,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03420810091831,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03420810331833,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03520080031642,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03520080121643,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03520080261645,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03520090061664,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03520150031637,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03520150091638,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03520150121639,San Cristóbal,Public transport,Private transport,,,Walk,,Public transport-Private transport-Walk,Public-Private
ID03520150151640,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03520150211641,San Cristóbal,Public transport,,Informal transport,,,,Public transport-Informal transport,Public-Informal
ID03520310101653,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03520310111651,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03520310151652,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03520390071654,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03520400061662,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03520400131663,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03520470041646,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03520470091647,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03520470181650,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03520530120990,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03520530510995,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03520540090997,San Cristóbal,,,,Bycicle,,,Bycicle,Active Transport
ID03520540110651,San Cristóbal,,,,Bycicle,,,Bycicle,Active Transport
ID03520540130650,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03520600220998,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03520610160987,San Cristóbal,,,,Bycicle,,,Bycicle,Active Transport
ID03520610230988,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03520610280991,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03530020091661,San Cristóbal,,Private transport,,,Walk,,Private transport-Walk,Private Transport
ID03530030031659,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03540020070979,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03540050350996,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03540080210980,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03540110040981,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03550210031628,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03550210091629,San Cristóbal,Public transport,Private transport,,,Walk,,Public transport-Private transport-Walk,Public-Private
ID03550210131631,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03550210161632,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03550310041633,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03550310061634,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03550310121635,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03550340061624,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03550340091625,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03550340121626,San Cristóbal,,,Informal transport,,,,Informal transport,Informal transport
ID03550340151627,San Cristóbal,,Private transport,,,Walk,,Private transport-Walk,Private Transport
ID03550690090973,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03550690120974,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03550690210976,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03550690270977,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03550690330978,San Cristóbal,Public transport,,Informal transport,,,,Public transport-Informal transport,Public-Informal
ID03550710360972,San Cristóbal,Public transport,,Informal transport,,Walk,,Public transport-Informal transport-Walk,Public-Informal
ID03550710370975,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03550720460963,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03550720600965,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03550720630968,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03550720800971,San Cristóbal,,,,,,,,888
ID03550721200983,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03550721290993,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03550810090638,San Cristóbal,,Private transport,,,Walk,,Private transport-Walk,Private Transport
ID03550810320640,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03550820150984,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03550840270985,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03550840300986,San Cristóbal,,,,Bycicle,,,Bycicle,Active Transport
ID03550850270964,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03550850370966,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03550850400967,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03550860290959,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03550860720992,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03560310060635,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03560310090637,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03560320030632,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03560320060633,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03560320130634,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03560340030955,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03560340060956,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03560340250957,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID03560350040958,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03560350130961,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID03560350150960,San Cristóbal,,Private transport,,,,,Private transport,Private Transport
ID03560380110953,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID03560380150954,San Cristóbal,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID04080170061655,San Cristóbal,,,,,Walk,,Walk,Active Transport
ID04080170091658,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID04080200031656,San Cristóbal,Public transport,,,,,,Public transport,Public transport
ID11060170121129,Ciudad Bolívar,Public transport,,,,,Transmicable,Public transport-Transmicable,TransMicable
ID11060170270211,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID11060230092012,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID11060250012108,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID11060250182043,Ciudad Bolívar,,,Informal transport,,Walk,,Informal transport-Walk,Informal transport
ID11060250332042,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID11060660032015,Ciudad Bolívar,Public transport,,Informal transport,,,Transmicable,Public transport-Informal transport-Transmicable,TransMicable
ID11060660092109,Ciudad Bolívar,,,Informal transport,,,,Informal transport,Informal transport
ID11060680060209,Ciudad Bolívar,,,,,Walk,Transmicable,Walk-Transmicable,888
ID11060730332039,Ciudad Bolívar,Public transport,,,,Walk,Transmicable,Public transport-Walk-Transmicable,TransMicable
ID15020020392437,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15020020541455,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15020020721456,Ciudad Bolívar,Public transport,,,,Walk,,Public transport-Walk,Public transport
ID15020100032419,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15020100091443,Ciudad Bolívar,,,,,Walk,,Walk,Active Transport
ID15020100512423,Ciudad Bolívar,Public transport,,,,,,Public transport,Public transport
ID15020100661445,Ciudad Bolívar,,Private transport,,,,,Private transport,Private Transport
