"","ID","localidad","TPC","Tpriv","Tinf","Bic","Cami","Trans","cocat","modes"
"484","ID03200200481571","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"485","ID03200220031565","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"486","ID03200220181566","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"487","ID03200220421569","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"488","ID03200220481568","San Cristóbal","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"489","ID03200290020829","San Cristóbal","Public transport","Private transport","","","","","Public transport-Private transport","Public-Private"
"490","ID03200290050830","San Cristóbal","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"491","ID03200290120827","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"492","ID03200290360831","San Cristóbal","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"493","ID03200320220833","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"494","ID03200320300834","San Cristóbal","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"495","ID03200320450842","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"496","ID03200320630843","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"497","ID03210030070664","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"498","ID03210030250665","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"499","ID03210030680677","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"500","ID03210030730678","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"501","ID03210050031696","San Cristóbal","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"502","ID03210050181698","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"503","ID03210050271705","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"504","ID03210050301701","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"505","ID03210110040666","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"506","ID03210110210667","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"507","ID03210110330668","San Cristóbal","","Private transport","","Bycicle","","","Private transport-Bycicle","Private Transport"
"508","ID03210110560670","San Cristóbal","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"509","ID03210110700671","San Cristóbal","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"510","ID03210120241704","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"511","ID03210130150669","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"512","ID03210130540673","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"513","ID03210130590674","San Cristóbal","","Private transport","","","","","Private transport","Private Transport"
"514","ID03210130680675","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"515","ID03210130840676","San Cristóbal","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"516","ID03210250061685","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"517","ID03210250181686","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"518","ID03210250211687","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"519","ID03210250241688","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"520","ID03210260061691","San Cristóbal","","","","","Walk","","Walk","Active Transport"
"521","ID03210260181693","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"522","ID03210260211694","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"523","ID03210260271695","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"524","ID03210330060657","San Cristóbal","","Private transport","","","","","Private transport","Private Transport"
"525","ID03210330220659","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"526","ID03210330241665","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"527","ID03210330270660","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"528","ID03210330310661","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"529","ID03210330381667","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"530","ID03210330411668","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"531","ID03210380120655","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"532","ID03210380570672","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"533","ID03210390091671","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"534","ID03210390211673","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"535","ID03210390251674","San Cristóbal","","","","","Walk","","Walk","Active Transport"
"536","ID03210400061681","San Cristóbal","","Private transport","","","","","Private transport","Private Transport"
"537","ID03210400181682","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"538","ID03210400211683","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"539","ID03210410041675","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"540","ID03210410071676","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"541","ID03210410151677","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"542","ID03210410211678","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"543","ID03210410361679","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"544","ID03210450121000","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"545","ID03210450390642","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"546","ID03210450420643","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"547","ID03210450450644","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"548","ID03210470270652","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"549","ID03210470570654","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"550","ID03210470680663","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"551","ID03210580440646","San Cristóbal","","Private transport","","","","","Private transport","Private Transport"
"552","ID03210580550647","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"553","ID03210580580648","San Cristóbal","","Private transport","","","","","Private transport","Private Transport"
"554","ID03240470300849","San Cristóbal","","","","","Walk","","Walk","Active Transport"
"555","ID03240470600856","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"556","ID03240810030583","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"557","ID03240820201574","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"558","ID03240820361572","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"559","ID03240830120597","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"560","ID03240830210603","San Cristóbal","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"561","ID03240830361590","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"562","ID03240830401591","San Cristóbal","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"563","ID03240830550604","San Cristóbal","","Private transport","","","","","Private transport","Private Transport"
"564","ID03240870030835","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"565","ID03240870260836","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"566","ID03240870900838","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"567","ID03240871020839","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"568","ID03240871190841","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"569","ID03240890091884","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"570","ID03240890211885","San Cristóbal","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"571","ID03240890631897","San Cristóbal","","Private transport","","","","","Private transport","Private Transport"
"572","ID03240890681898","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"573","ID03240920130585","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"574","ID03240920720630","San Cristóbal","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"575","ID03300010120945","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"576","ID03300020110946","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"577","ID03300020190949","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"578","ID03300020370948","San Cristóbal","","Private transport","","","","","Private transport","Private Transport"
"579","ID03300050270950","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"580","ID03300050320951","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"581","ID03300060121997","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"582","ID03300060161998","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"583","ID03300280240944","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"584","ID03300280310947","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"585","ID03300300030939","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"586","ID03300300110940","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"587","ID03300300600942","San Cristóbal","","Private transport","","","","","Private transport","Private Transport"
"588","ID03310230030506","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"589","ID03310230261769","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"590","ID03310240020524","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"591","ID03310240021506","San Cristóbal","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"592","ID03310240050775","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"593","ID03310240051526","San Cristóbal","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"594","ID03310240060756","San Cristóbal","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"595","ID03310610071835","San Cristóbal","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"596","ID03310610091836","San Cristóbal","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"597","ID03310620101837","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"598","ID03310620101838","San Cristóbal","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"599","ID03310620181839","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"600","ID03310640091840","San Cristóbal","Public transport","Private transport","","","","","Public transport-Private transport","Public-Private"
"601","ID03310700020751","San Cristóbal","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"602","ID03310700080752","San Cristóbal","","Private transport","","","","","Private transport","Private Transport"
"603","ID03310710010254","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"604","ID03310710020502","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"605","ID03310710150276","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"606","ID03310740021753","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"607","ID03310740051502","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"608","ID03310740060274","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"609","ID03330060131707","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"610","ID03330060211709","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"611","ID03330070480690","San Cristóbal","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"612","ID03330070520691","San Cristóbal","","","","","Walk","","Walk","Active Transport"
"613","ID03330070580693","San Cristóbal","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"614","ID03330140430687","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"615","ID03330140550688","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"616","ID03330140660694","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"617","ID03330140750696","San Cristóbal","","Private transport","","","","","Private transport","Private Transport"
"618","ID03330160210681","San Cristóbal","","Private transport","","","","","Private transport","Private Transport"
"619","ID03330160240684","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"620","ID03330160280685","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"621","ID03330160310686","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"622","ID03330170180680","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"623","ID03330170240682","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"624","ID03420630030267","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"625","ID03420630060767","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"626","ID03420630070265","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"627","ID03420630090518","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"628","ID03420640010764","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"629","ID03420640020263","San Cristóbal","","","","","","","","888"
"630","ID03420640020765","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"631","ID03420640030264","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"632","ID03420640090261","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"633","ID03420650030266","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"634","ID03420650030774","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"635","ID03420650060762","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"636","ID03420650061760","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"637","ID03420710061517","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"638","ID03420710070268","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"639","ID03420710180697","San Cristóbal","Public transport","","Informal transport","","","","Public transport-Informal transport","Public-Informal"
"640","ID03420710270331","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"641","ID03420710360362","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"642","ID03420720071516","San Cristóbal","","Private transport","","","","","Private transport","Private Transport"
"643","ID03420720080516","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"644","ID03420720081514","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"645","ID03420730051513","San Cristóbal","","","","","","","","888"
"646","ID03420730060511","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"647","ID03420730080513","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"648","ID03420730090514","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"649","ID03420780041766","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"650","ID03420780060517","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"651","ID03420780061518","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"652","ID03420780090768","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"653","ID03420810031830","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"654","ID03420810091831","San Cristóbal","","Private transport","","","","","Private transport","Private Transport"
"655","ID03520080031642","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"656","ID03520080121643","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"657","ID03520080261645","San Cristóbal","Public transport","","","","Walk","","Public transport-Walk","Public transport"
"658","ID03520150031637","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"659","ID03520150121639","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"660","ID03520150151640","San Cristóbal","","Private transport","","Bycicle","","","Private transport-Bycicle","Private Transport"
"661","ID03520150211641","San Cristóbal","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"662","ID03520310111651","San Cristóbal","Public transport","","","","Walk","","Public transport-Walk","Public transport"
"663","ID03520310151652","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"664","ID03520390071654","San Cristóbal","","","","","","","","888"
"665","ID03520400131663","San Cristóbal","Public transport","","","","Walk","","Public transport-Walk","Public transport"
"666","ID03520470041646","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"667","ID03520470091647","San Cristóbal","","","","","Walk","","Walk","Active Transport"
"668","ID03520530510995","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"669","ID03520540090997","San Cristóbal","","","","Bycicle","Walk","","Bycicle-Walk","Active Transport"
"670","ID03520540110651","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"671","ID03520540130650","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"672","ID03520600220998","San Cristóbal","","Private transport","","","","","Private transport","Private Transport"
"673","ID03520610160987","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"674","ID03520610230988","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"675","ID03520610280991","San Cristóbal","","","","","","","","888"
"676","ID03530020091661","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"677","ID03530030031659","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"678","ID03540020070979","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"679","ID03540050350996","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"680","ID03540080210980","San Cristóbal","Public transport","","","","Walk","","Public transport-Walk","Public transport"
"681","ID03540110040981","San Cristóbal","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"682","ID03550210031628","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"683","ID03550210131631","San Cristóbal","Public transport","","","","Walk","","Public transport-Walk","Public transport"
"684","ID03550210161632","San Cristóbal","","Private transport","","","","","Private transport","Private Transport"
"685","ID03550310041633","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"686","ID03550310061634","San Cristóbal","","","","","","","","888"
"687","ID03550310121635","San Cristóbal","","","","","","","","888"
"688","ID03550340061624","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"689","ID03550340091625","San Cristóbal","","","","","","","","888"
"690","ID03550340121626","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"691","ID03550340151627","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"692","ID03550690090973","San Cristóbal","","","","","Walk","","Walk","Active Transport"
"693","ID03550690120974","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"694","ID03550690210976","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"695","ID03550690270977","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"696","ID03550710360972","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"697","ID03550710370975","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"698","ID03550720460963","San Cristóbal","Public transport","","","","Walk","","Public transport-Walk","Public transport"
"699","ID03550720600965","San Cristóbal","","Private transport","","","","","Private transport","Private Transport"
"700","ID03550720630968","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"701","ID03550720800971","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"702","ID03550721200983","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"703","ID03550721290993","San Cristóbal","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"704","ID03550810090638","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"705","ID03550810320640","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"706","ID03550840270985","San Cristóbal","","","","","","","","888"
"707","ID03550840300986","San Cristóbal","","Private transport","","","","","Private transport","Private Transport"
"708","ID03550850270964","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"709","ID03550850370966","San Cristóbal","","Private transport","","","","","Private transport","Private Transport"
"710","ID03550860290959","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"711","ID03550860720992","San Cristóbal","Public transport","","","","","","Public transport","Public transport"
"712","ID03560310060635","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"713","ID03560310090637","San Cristóbal","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"714","ID03560320030632","San Cristóbal","Public transport","","Informal transport","","Walk","","Public transport-Informal transport-Walk","Public-Informal"
"715","ID03560320060633","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"716","ID03560320130634","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"717","ID03560340030955","San Cristóbal","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"718","ID03560340060956","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"719","ID03560340250957","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"720","ID03560350040958","San Cristóbal","","Private transport","","","","","Private transport","Private Transport"
"721","ID03560350130961","San Cristóbal","","Private transport","","","","","Private transport","Private Transport"
"722","ID03560350150960","San Cristóbal","","Private transport","","","","","Private transport","Private Transport"
"723","ID03560380110953","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"724","ID03560380150954","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"725","ID04080170061655","San Cristóbal","","","","Bycicle","","","Bycicle","Active Transport"
"726","ID11060170121129","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"727","ID11060170270211","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"728","ID11060230092012","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"729","ID11060250012108","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"730","ID11060250182043","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"731","ID11060250332042","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"732","ID11060660092109","Ciudad Bolívar","","","Informal transport","","","","Informal transport","Informal transport"
"733","ID11060680060209","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"734","ID11060730332039","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"735","ID15020020392437","Ciudad Bolívar","","","","","Walk","","Walk","Active Transport"
"736","ID15020020541455","Ciudad Bolívar","","","","","Walk","","Walk","Active Transport"
"737","ID15020020721456","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"738","ID15020100032419","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"739","ID15020100091443","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"740","ID15020100661445","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"741","ID15020100812422","Ciudad Bolívar","Public transport","","","","Walk","","Public transport-Walk","Public transport"
"742","ID15020110151446","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"743","ID15020110452434","Ciudad Bolívar","","Private transport","","","Walk","","Private transport-Walk","Private Transport"
"744","ID15020110481448","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"745","ID15020110691449","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"746","ID15020120092420","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"747","ID15020260061447","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"748","ID15020260181450","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"749","ID15020260542429","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"750","ID15020270152113","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"751","ID15020270482435","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"752","ID15020270512432","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"753","ID15020270752433","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"754","ID15020300061459","Ciudad Bolívar","Public transport","","","Bycicle","","","Public transport-Bycicle","Public transport"
"755","ID15020300181461","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"756","ID15020301021467","Ciudad Bolívar","","","","","Walk","","Walk","Active Transport"
"757","ID15020340502445","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"758","ID15020340571152","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"759","ID15020420032427","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"760","ID15020420092440","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"761","ID15020420452111","Ciudad Bolívar","Public transport","","","","Walk","","Public transport-Walk","Public transport"
"762","ID15020420692431","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"763","ID15020430061156","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"764","ID15020430241157","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"765","ID15040040151422","Ciudad Bolívar","Public transport","","","Bycicle","","Transmicable","Public transport-Bycicle-Transmicable","TransMicable"
"766","ID15040070032405","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"767","ID15040070121425","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"768","ID15040100121440","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"769","ID15040100182421","Ciudad Bolívar","Public transport","","","","","Transmicable","Public transport-Transmicable","TransMicable"
"770","ID15040150061423","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"771","ID15040150392404","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"772","ID15040310031429","Ciudad Bolívar","","","","","Walk","","Walk","Active Transport"
"773","ID15040310241431","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"774","ID15040310331432","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"775","ID15040310362413","Ciudad Bolívar","Public transport","","","","Walk","","Public transport-Walk","Public transport"
"776","ID15040310422411","Ciudad Bolívar","","","","","","","","888"
"777","ID15040320032410","Ciudad Bolívar","","Private transport","","","Walk","","Private transport-Walk","Private Transport"
"778","ID15040320151428","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"779","ID15040320302409","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"780","ID15040370031438","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"781","ID15040370091439","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"782","ID15040370152415","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"783","ID15040370301441","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"784","ID15040380091433","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"785","ID15040380331436","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"786","ID15040380392416","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"787","ID15040390032412","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"788","ID15040390092399","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"789","ID15040390122414","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"790","ID15040390272418","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"791","ID15040490091442","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"792","ID15040540242460","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"793","ID15040540302459","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"794","ID15040550211474","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"795","ID15130390181460","Ciudad Bolívar","","Private transport","","","","","Private transport","Private Transport"
"796","ID15130510182444","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"797","ID15130660120236","Ciudad Bolívar","","","","","Walk","","Walk","Active Transport"
"798","ID15130670060232","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"799","ID15130680060233","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"800","ID15130700090241","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"801","ID15130700150246","Ciudad Bolívar","","","","Bycicle","","","Bycicle","Active Transport"
"802","ID15130700420247","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"803","ID15130720090243","Ciudad Bolívar","Public transport","","","","","","Public transport","Public transport"
"804","ID15130900241466","Ciudad Bolívar","","","","","Walk","","Walk","Active Transport"
